timestamp,value,rolling_mean_5,rolling_std_5,rolling_max_5,rolling_min_5,value_diff,pct_change,z_score,anomaly,anomaly_type,rolling_max,rolling_min,anomaly_score,model_anomaly,week
2026-01-05 00:00:00,61.15110810939581,59.1010023173841,3.082383636394396,61.521127982597456,53.8946881299399,7.256419979455906,0.1346407267811014,-0.609527112172846,0,normal,61.521127982597456,53.8946881299399,0.5310364,0,2026-01-05/2026-01-11
2026-01-05 00:01:00,60.824972695231125,58.96177125991083,2.9589903142411256,61.15110810939581,53.8946881299399,-0.32613541416468195,-0.005333270716554206,-0.6148945652799291,0,normal,61.15110810939581,53.8946881299399,0.5191021,0,2026-01-05/2026-01-11
2026-01-05 00:02:00,61.77108155226324,59.3156145600654,3.2096299840170874,61.77108155226324,53.8946881299399,0.9461088570321152,0.015554612112572253,-0.5993237480556716,0,normal,61.77108155226324,53.8946881299399,0.5206181,0,2026-01-05/2026-01-11
2026-01-05 00:03:00,58.578839430083406,59.2441379833827,3.2241376035902265,61.77108155226324,53.8946881299399,-3.1922421221798345,-0.05167858554457949,-0.6518608512130843,0,normal,61.77108155226324,53.8946881299399,0.5136848,0,2026-01-05/2026-01-11
2026-01-05 00:04:00,55.11676082792344,59.4885525229794,2.724894000718909,61.77108155226324,55.11676082792344,-3.4620786021599628,-0.059101181174681994,-0.7088388540396827,0,normal,61.77108155226324,55.11676082792344,0.5174304,0,2026-01-05/2026-01-11
2026-01-05 00:05:00,60.141369959596624,59.28660489301957,2.605683910320372,61.77108155226324,55.11676082792344,5.024609131673181,0.09116299753826596,-0.6261451239988883,0,normal,61.77108155226324,55.11676082792344,0.51666903,0,2026-01-05/2026-01-11
2026-01-05 00:06:00,56.77488946003165,58.47658824597968,2.6372266986849118,61.77108155226324,55.11676082792344,-3.3664804995649718,-0.055976119297358795,-0.6815497977403306,0,normal,61.77108155226324,55.11676082792344,0.5164352,0,2026-01-05/2026-01-11
2026-01-05 00:07:00,57.96412495222936,57.7151969259729,1.8927630208513098,60.141369959596624,55.11676082792344,1.1892354921977102,0.020946504757792805,-0.6619776646311467,0,normal,60.141369959596624,55.11676082792344,0.51808584,0,2026-01-05/2026-01-11
2026-01-05 00:08:00,57.60332447773078,57.52009393550237,1.8307456539429894,60.141369959596624,55.11676082792344,-0.360800474498582,-0.006224547938848968,-0.6679156264217868,0,normal,60.141369959596624,55.11676082792344,0.51924074,0,2026-01-05/2026-01-11
2026-01-05 00:09:00,54.97685747304771,57.49211326452722,1.8771418224229408,60.141369959596624,54.97685747304771,-2.6264670046830716,-0.04559575386483905,-0.7111413476181321,0,normal,60.141369959596624,54.97685747304771,0.52033794,0,2026-01-05/2026-01-11
2026-01-05 00:10:00,57.82396954747359,57.028633182102624,1.2361375639562384,57.96412495222936,54.97685747304771,2.8471120744258798,0.05178746485867558,-0.6642843063819595,0,normal,57.96412495222936,54.97685747304771,0.5248753,0,2026-01-05/2026-01-11
2026-01-05 00:11:00,58.14997336241792,57.30364996257987,1.3159588789049017,58.14997336241792,54.97685747304771,0.32600381494432895,0.005637866398581881,-0.658919019101136,0,normal,58.14997336241792,54.97685747304771,0.52224934,0,2026-01-05/2026-01-11
